VMailMessage,DayMins,EveMins,NightMins,IntlMins,CustServCalls,DayCalls,DayCharge,EveCalls,EveCharge,NightCalls,NightCharge,IntlCalls,IntlCharge,AreaCode,Phone,AccountLength,Churn,IntlPlan,VMailPlan,State
40,210,232.7,168.8,5.9,8,116,35.7,89,19.78,94,7.6,4,1.59,510,333-8822,64,0,0,1,SC
37,205,165.4,185,11.7,1,94,34.85,103,14.06,81,8.32,8,3.16,415,333-8954,129,0,0,1,WI
0,176.8,187.5,196.8,6.5,2,92,30.06,97,15.94,88,8.86,3,1.76,510,333-8996,133,0,0,0,WV
0,131.6,179.3,251.2,15.5,1,95,22.37,109,15.24,129,11.3,3,4.19,415,333-9002,131,1,0,0,MS
0,175.4,155.3,179.4,11.5,1,99,29.82,83,13.2,86,8.07,3,3.11,408,333-9133,177,0,0,0,OK
19,180.1,127.5,237.4,7.5,0,106,30.62,92,10.84,118,10.68,3,2.03,408,333-9253,64,0,0,1,NC
0,148.5,243,255.2,6.8,1,105,25.25,106,20.66,114,11.48,2,1.84,415,333-9266,128,0,0,0,LA
37,185.4,178.5,218.3,8,4,87,31.52,128,15.17,107,9.82,3,2.16,415,333-9511,141,0,0,1,DC
0,216.2,185.7,300,10,2,95,36.75,105,15.78,143,13.5,5,2.7,510,333-9643,148,0,0,0,NV
20,214.6,96.6,170.7,7.9,1,108,36.48,82,8.21,145,7.68,5,2.13,510,333-9664,152,0,0,1,VT
27,218.7,163.4,173.8,15,0,79,37.18,78,13.89,116,7.82,1,4.05,415,333-9728,123,0,0,1,RI
0,122.8,211.3,261.4,10.7,2,89,20.88,104,17.96,91,11.76,2,2.89,415,333-9826,75,0,0,0,RI
0,203.4,190.9,196,8.9,0,100,34.58,104,16.23,119,8.82,4,2.4,415,334-1275,155,1,0,0,LA
30,194.3,243.2,322.2,7.1,1,107,33.03,108,20.67,114,14.5,5,1.92,510,334-1311,157,0,0,1,OR
0,223.9,155.7,150.2,7.3,1,75,38.06,109,13.23,143,6.76,9,1.97,415,334-1337,86,0,0,0,SD
0,158,207.9,190.4,10.1,0,94,26.86,100,17.67,120,8.57,10,2.73,408,334-1339,102,0,0,0,AZ
37,162.3,233.9,277.4,9.2,0,107,27.59,115,19.88,94,12.48,4,2.48,510,334-1508,91,0,0,1,NE
0,193.3,264.1,128.6,9.1,4,96,32.86,123,22.45,115,5.79,3,2.46,415,334-1872,112,0,0,0,NC
0,238.1,187.2,190,11.8,4,65,40.48,98,15.91,115,8.55,4,3.19,408,334-2577,95,0,0,0,AZ
0,135.4,205.9,204,7.9,1,134,23.02,85,17.5,103,9.18,4,2.13,408,334-2729,60,0,0,0,KY
0,134.5,143.1,223.9,15.4,1,88,22.87,112,12.16,61,10.08,1,4.16,408,334-2730,151,0,0,0,IL
38,163.3,136,249.1,4.3,0,104,27.76,114,11.56,127,11.21,6,1.16,415,334-2800,142,0,0,1,IL
0,163.1,291.7,96.4,11.2,0,94,27.73,108,24.79,111,4.34,3,3.02,408,334-2961,155,0,1,0,RI
0,163,203.9,159,15.1,2,93,27.71,102,17.33,109,7.15,4,4.08,408,334-3142,155,0,0,0,MS
0,179.2,175.2,228.6,9.9,2,111,30.46,130,14.89,92,10.29,6,2.67,415,334-3289,169,0,0,0,HI
0,213.2,120.7,244.4,7.5,1,79,36.24,116,10.26,102,11,4,2.03,408,334-4354,121,0,0,0,MT
0,37.8,155.3,175,14.2,3,80,6.43,105,13.2,111,7.88,5,3.83,415,334-4438,90,0,0,0,CT
29,150,159.4,228.1,8.5,1,91,25.5,75,13.55,55,10.26,3,2.3,408,334-4506,96,0,0,1,AK
35,171.5,153.1,165.6,7.1,0,98,29.16,127,13.01,125,7.45,3,1.92,415,334-4678,20,0,0,1,SD
0,286.4,205.7,191.4,6.9,1,125,48.69,74,17.48,141,8.61,6,1.86,415,334-5029,115,1,0,0,NV
0,168.2,161.7,192.4,10.1,3,87,28.59,92,13.74,112,8.66,3,2.73,415,334-5223,28,0,0,0,PA
0,41.9,211,237.9,11.4,1,124,7.12,95,17.94,55,10.71,5,3.08,415,334-5263,79,0,0,0,HI
0,231.8,150.6,269.2,11.6,3,120,39.41,106,12.8,129,12.11,7,3.13,510,334-5337,91,0,0,0,PA
0,169.2,216.8,179.4,12.6,1,123,28.76,83,18.43,107,8.07,3,3.4,510,334-5634,150,0,0,0,VA
20,95,167.9,200.6,11.2,0,89,16.15,92,14.27,79,9.03,2,3.02,415,334-5844,83,0,0,1,RI
44,103.2,236.3,203.5,11.9,0,117,17.54,86,20.09,101,9.16,2,3.21,408,334-6129,77,1,1,1,NC
0,146.4,148.5,216.7,11.3,1,74,24.89,92,12.62,96,9.75,3,3.05,415,334-6142,13,0,0,0,WV
0,272.7,236.4,235.5,7.7,0,97,46.36,95,20.09,105,10.6,2,2.08,415,334-6519,76,1,0,0,NE
0,176.4,224.9,219.6,11.5,1,122,29.99,123,19.12,50,9.88,1,3.11,415,334-6605,85,0,0,0,VT
0,130.2,290.9,194.8,14,3,119,22.13,121,24.73,140,8.77,6,3.78,510,334-7443,79,0,0,0,FL
0,239.8,251.8,168.6,10.9,1,70,40.77,99,21.4,112,7.59,10,2.94,415,334-7618,93,0,0,0,NM
0,84.2,80.8,196.1,10.8,1,134,14.31,103,6.87,79,8.82,2,2.92,415,334-7685,43,0,0,0,NC
0,270.9,226.2,178.8,8.8,0,98,46.05,110,19.23,60,8.05,5,2.38,408,334-8694,105,1,0,0,CO
0,193.7,154.2,299,12.7,1,83,32.93,79,13.11,60,13.46,3,3.43,415,334-8817,90,0,0,0,KY
24,212.7,257.5,227.8,9.7,2,73,36.16,103,21.89,119,10.25,13,2.62,415,334-8967,120,0,0,1,MO
28,175.8,253.6,128.5,11.4,1,126,29.89,76,21.56,72,5.78,5,3.08,415,334-9163,166,0,1,1,KS
19,132.7,204.6,154.7,12.9,3,94,22.56,101,17.39,78,6.96,7,3.48,415,334-9182,21,0,0,1,NM
36,226.2,181.6,258.8,10.5,3,103,38.45,125,15.44,102,11.65,5,2.84,510,334-9505,132,1,0,1,FL
0,206.3,154.9,263.6,12.4,0,97,35.07,98,13.17,82,11.86,12,3.35,510,334-9806,80,0,0,0,NM
0,115.6,167.8,141.8,12.6,1,129,19.65,104,14.26,124,6.38,9,3.4,408,334-9818,130,0,0,0,IN
0,198.5,267.8,354.9,9.4,0,99,33.75,60,22.76,75,15.97,3,2.54,408,335-1697,108,1,0,0,VA
0,99.5,129.1,125.1,9.7,0,110,16.92,80,10.97,124,5.63,3,2.62,510,335-1838,132,0,0,0,NE
0,322.5,204.6,186.2,9.4,2,106,54.83,93,17.39,128,8.38,4,2.54,408,335-1874,87,1,0,0,SC
0,275.8,189.5,223.9,7.4,2,103,46.89,108,16.11,93,10.08,5,2,415,335-2019,159,1,0,0,VT
0,175.5,205.1,245.2,17.8,4,86,29.84,78,17.43,100,11.03,3,4.81,510,335-2261,77,0,0,0,CA
0,244.7,168,281.5,6.6,1,81,41.6,117,14.28,87,12.67,1,1.78,415,335-2274,21,0,0,0,NY
0,146.3,202.7,234.7,13.1,1,133,24.87,95,17.23,103,10.56,3,3.54,415,335-2331,150,0,0,0,MN
0,289.8,255.6,242.8,11.7,2,101,49.27,115,21.73,76,10.93,4,3.16,408,335-2967,60,1,0,0,NJ
25,152.8,242.8,147.4,9.1,1,110,25.98,67,20.64,74,6.63,2,2.46,510,335-3110,36,0,0,1,ME
0,181.6,335.7,149.8,8.3,4,119,30.87,118,28.53,64,6.74,6,2.24,415,335-3133,139,0,0,0,MD
0,140.4,187.1,207.9,7.9,0,112,23.87,60,15.9,155,9.36,1,2.13,415,335-3320,118,0,0,0,ID
0,147.5,191.7,135,16.4,2,110,25.08,97,16.29,68,6.08,3,4.43,408,335-3681,75,0,0,0,SD
0,114.3,221.1,126.3,10.9,0,100,19.43,103,18.79,88,5.68,9,2.94,408,335-3880,93,0,0,0,NV
26,74.3,177.3,296.3,14.5,2,107,12.63,116,15.07,90,13.33,3,3.92,415,335-3913,186,0,0,1,MN
0,185.1,165.1,111.6,6.3,3,100,31.47,88,14.03,104,5.02,4,1.7,510,335-4414,110,0,0,0,WA
0,206.3,148.6,167.2,6.1,1,151,35.07,89,12.63,91,7.52,3,1.65,415,335-4584,146,0,0,0,OK
0,184.5,351.6,215.8,8.7,1,97,31.37,80,29.89,90,9.71,4,2.35,408,335-4719,117,0,0,0,LA
0,70.7,157.5,154.8,9.1,4,108,12.02,87,13.39,82,6.97,3,2.46,415,335-4858,162,1,0,0,MS
0,269.8,228.8,257.5,10.1,1,106,45.87,101,19.45,106,11.59,8,2.73,408,335-4888,136,1,0,0,TX
0,196.1,296.5,211.5,7,1,107,33.34,82,25.2,91,9.52,2,1.89,415,335-5591,1,0,0,0,TN
29,37.7,144.1,226.6,4.9,1,115,6.41,111,12.25,101,10.2,3,1.32,415,335-5806,56,0,0,1,WA
0,207.6,132.4,255.2,14.1,0,88,35.29,63,11.25,98,11.48,5,3.81,510,335-5882,167,0,0,0,AL
0,245.2,254.1,239.4,7.5,0,87,41.68,83,21.6,91,10.77,4,2.03,415,335-6508,77,1,0,0,CT
0,245.9,240.1,158.7,8.9,3,73,41.8,87,20.41,89,7.14,5,2.4,415,335-6832,116,0,0,0,CT
0,225.9,275.6,201.4,14.3,3,86,38.4,105,23.43,108,9.06,3,3.86,415,335-7144,84,1,0,0,KS
16,184,76.4,185.1,12.7,2,99,31.28,134,6.49,96,8.33,3,3.43,510,335-7257,92,0,0,1,WV
22,172.1,223.6,150,13.9,1,119,29.26,133,19.01,94,6.75,20,3.75,510,335-7324,119,1,1,1,MI
0,158.8,264.8,270,7.6,1,75,27,91,22.51,77,12.15,7,2.05,408,335-8146,128,0,0,0,IA
0,156,256.8,175.3,11.9,2,141,26.52,72,21.83,123,7.89,5,3.21,510,335-8427,113,0,0,0,IA
0,174.3,171.3,220.8,8.3,0,105,29.63,107,14.56,131,9.94,2,2.24,415,335-8836,160,0,0,0,GA
0,162.7,292,183.3,8.7,0,102,27.66,105,24.82,80,8.25,6,2.35,415,335-9066,74,0,0,0,MT
0,112.8,218.8,240.2,9,2,108,19.18,120,18.6,106,10.81,3,2.43,408,335-9501,45,0,0,0,WI
25,163.7,113.2,134.1,9.9,3,78,27.83,112,9.62,118,6.03,3,2.67,408,335-9726,61,0,0,1,UT
0,214.9,117.8,133.7,11.8,2,97,36.53,117,10.01,78,6.02,2,3.19,415,335-9786,90,0,0,0,AL
0,123.8,236.2,73.2,3.7,0,113,21.05,77,20.08,81,3.29,2,1,408,336-1043,1,0,0,0,SC
22,166,174.5,244.9,10.2,1,114,28.22,103,14.83,68,11.02,6,2.75,408,336-1090,127,0,0,1,TN
20,211.9,215.1,238.5,9.4,0,110,36.02,120,18.28,107,10.73,2,2.54,510,336-1353,121,0,0,1,RI
0,202.4,230.7,202,10.2,3,115,34.41,115,19.61,127,9.09,2,2.75,415,336-1462,36,0,0,0,MO
0,168.6,175.6,243.3,10.9,0,99,28.66,107,14.93,92,10.95,7,2.94,510,336-1574,125,0,0,0,NV
0,159.5,303.8,226.9,12,0,77,27.12,92,25.82,120,10.21,4,3.24,408,336-1749,123,0,0,0,NJ
19,129.7,160.8,265,12.2,2,115,22.05,101,13.67,63,11.93,3,3.29,510,336-1880,127,0,0,1,MA
0,155.3,265.7,145.7,12.4,0,93,26.4,95,22.58,67,6.56,4,3.35,408,336-2090,99,0,0,0,FL
0,237.3,154,237,11.2,1,83,40.34,65,13.09,105,10.67,6,3.02,408,336-2190,95,0,0,0,WI
0,161.9,230.1,148.8,10.2,3,100,27.52,138,19.56,78,6.7,11,2.75,415,336-2322,16,0,0,0,AL
0,139.4,143.4,225.2,10,2,96,23.7,108,12.19,107,10.13,5,2.7,408,336-2829,174,0,0,0,NH
0,227.4,176,206.1,6.3,2,84,38.66,81,14.96,120,9.27,4,1.7,408,336-3488,189,0,0,0,GA
0,184.5,209,169.7,10.2,2,103,31.37,86,17.77,70,7.64,6,2.75,415,336-3738,120,0,0,0,FL
0,296.4,214.8,133.9,11.4,4,99,50.39,89,18.26,107,6.03,3,3.08,408,336-3819,122,1,0,0,IN
31,174.5,245.6,172.8,10.3,1,101,29.67,105,20.88,76,7.78,9,2.78,415,336-4281,132,0,0,1,ND
0,102.6,246,170.5,9.1,2,89,17.44,77,20.91,140,7.67,4,2.46,510,336-4656,102,0,0,0,MI
0,207.7,217.5,125.6,8,1,109,35.31,117,18.49,111,5.65,5,2.16,408,336-4960,65,0,0,0,IN
0,225.1,199.2,175.5,14.6,0,67,38.27,127,16.93,102,7.9,2,3.94,408,336-5406,78,0,0,0,AK
0,204.5,162.4,155,13.4,3,108,34.77,110,13.8,102,6.98,1,3.62,415,336-5495,107,0,0,0,CO
0,225,176.9,194.3,7.1,3,81,38.25,63,15.04,110,8.74,2,1.92,408,336-5616,85,0,0,0,WV
0,136.7,228.6,265.3,9.8,0,106,23.24,105,19.43,114,11.94,4,2.65,415,336-5661,74,0,0,0,OH
0,170.4,200.2,258.3,11.6,1,103,28.97,71,17.02,100,11.62,4,3.13,415,336-5702,112,0,0,0,MD
0,205.1,232.7,259.9,9.2,2,102,34.87,109,19.78,95,11.7,6,2.48,415,336-5900,66,0,0,0,WA
0,232.5,205.5,213.7,11.9,0,96,39.53,120,17.47,91,9.62,2,3.21,415,336-5920,122,0,0,0,AL
0,213.8,265.1,239.8,15.6,0,79,36.35,93,22.53,128,10.79,7,4.21,415,336-6085,49,0,0,0,OK
33,145,194.5,242.3,14.2,2,72,24.65,157,16.53,138,10.9,3,3.83,415,336-6128,115,0,0,1,HI
0,262.3,198.9,165.9,6.6,3,114,44.59,96,16.91,90,7.47,5,1.78,415,336-6533,74,0,0,0,AK
0,172.4,230.5,228.2,11,0,132,29.31,100,19.59,109,10.27,5,2.97,415,336-6907,62,0,0,0,WY
0,252.4,167.9,248.3,10.7,2,74,42.91,81,14.27,110,11.17,3,2.89,415,336-6997,136,0,0,0,MD
0,112.8,156.7,249.6,16.3,0,89,19.18,65,13.32,85,11.23,6,4.4,408,336-7143,140,0,0,0,PA
23,245.5,292.7,184,10.8,1,54,41.74,83,24.88,90,8.28,7,2.92,415,336-7155,98,0,1,1,MS
32,174.6,310.6,234.7,9,1,107,29.68,115,26.4,92,10.56,4,2.43,415,336-7357,74,0,0,1,KS
0,187.9,157.6,227.3,7.5,1,116,31.94,117,13.4,86,10.23,6,2.03,408,336-7600,65,0,0,0,OH
0,133.3,255.5,228.6,11.6,0,101,22.66,127,21.72,68,10.29,2,3.13,415,336-7696,144,0,0,0,DC
30,186.2,286.7,164.3,12.9,2,117,31.65,76,24.37,113,7.39,3,3.48,510,336-8010,67,0,0,1,ID
0,226,304.6,181.2,12.6,2,127,38.42,83,25.89,132,8.15,4,3.4,415,336-8343,212,1,0,0,SC
30,183.8,183.4,235,11.6,0,102,31.25,123,15.59,52,10.58,7,3.13,415,336-9053,113,0,0,1,ID
0,228.1,136.4,197.3,9,1,93,38.78,106,11.59,107,8.88,2,2.43,510,336-9273,152,0,0,0,NH
0,139.9,223.6,240.8,12.7,2,117,23.78,96,19.01,93,10.84,4,3.43,415,336-9327,72,0,0,0,VT
0,159.5,247.1,187.9,7.2,2,125,27.12,90,21,82,8.46,4,1.94,408,336-9390,84,0,0,0,OH
0,139.8,174.9,201.6,9.4,2,98,23.77,143,14.87,135,9.07,7,2.54,510,336-9901,92,0,0,0,TX
0,123.1,182,244.6,12.6,2,106,20.93,102,15.47,75,11.01,7,3.4,415,337-1100,102,0,0,0,AL
0,145.4,209.1,214,10.9,1,93,24.72,98,17.77,96,9.63,1,2.94,415,337-1151,142,0,0,0,NY
0,34,278.6,129.6,11.5,0,133,5.78,61,23.68,120,5.83,3,3.11,415,337-1225,66,0,0,0,NE
0,224.4,147.9,183.8,6.7,2,121,38.15,97,12.57,74,8.27,2,1.81,415,337-1506,76,0,0,0,DC
0,247.5,225.4,244.3,10.2,2,85,42.08,93,19.16,132,10.99,2,2.75,415,337-1586,54,1,0,0,AR
0,158.6,130.4,229.8,6.9,2,67,26.96,96,11.08,80,10.34,5,1.86,408,337-1802,35,0,0,0,NJ
41,215.5,241.8,147,9.6,1,95,36.64,92,20.55,108,6.61,3,2.59,415,337-2348,121,0,0,1,UT
0,180,198.8,217.1,12.4,1,119,30.6,126,16.9,70,9.77,3,3.35,415,337-2442,115,0,1,0,NC
0,186.9,182.6,143.1,4.2,1,79,31.77,105,15.52,90,6.44,14,1.13,408,337-2986,87,0,0,0,MA
0,227.2,194.4,243.4,14.9,0,89,38.62,106,16.52,126,10.95,2,4.02,510,337-3740,51,0,0,0,ND
0,201.8,231.5,226.1,16.5,0,82,34.31,95,19.68,130,10.17,5,4.46,510,337-3769,116,0,0,0,MN
0,169.3,178.6,242.3,12.2,1,108,28.78,91,15.18,82,10.9,3,3.29,510,337-3868,124,0,0,0,OR
0,114.8,150,268.6,9.6,2,94,19.52,104,12.75,119,12.09,4,2.59,408,337-3932,123,0,0,0,IL
42,101.9,223.1,241.6,12.9,0,79,17.32,97,18.96,77,10.87,2,3.48,510,337-4101,105,0,0,1,IN
27,25.9,206.5,228.1,6.5,1,119,4.4,96,17.55,64,10.26,7,1.76,415,337-4339,53,0,0,1,WY
0,161.4,163.6,153.2,11.8,1,84,27.44,88,13.91,121,6.89,5,3.19,510,337-4403,152,0,0,0,WA
0,264.9,281.2,166.1,8.4,1,80,45.03,66,23.9,80,7.47,4,2.27,408,337-4600,25,1,0,0,AL
0,185,223.3,222.8,12.6,2,117,31.45,94,18.98,91,10.03,2,3.4,415,337-4697,103,0,0,0,MA
32,168.4,225.9,191.8,8.5,0,129,28.63,97,19.2,95,8.63,7,2.3,408,337-4749,97,0,0,1,MI
0,174.3,186.6,258.2,12.9,3,95,29.63,128,15.86,105,11.62,5,3.48,408,337-6851,156,0,0,0,NY
0,133.7,195.3,280.5,5.9,0,75,22.73,87,16.6,89,12.62,2,1.59,408,337-6898,91,0,0,0,NV
0,196.5,241.3,143.2,4,0,89,33.41,123,20.51,105,6.44,7,1.08,408,337-7163,42,0,0,0,MD
0,223.3,167.1,203,4.5,0,99,37.96,128,14.2,84,9.14,4,1.22,415,337-7167,143,1,0,0,OH
39,92.8,271.2,167.1,5.8,1,98,15.78,115,23.05,83,7.52,7,1.57,408,337-7377,72,0,0,1,CA
0,192.8,234.4,203.2,13,3,104,32.78,96,19.92,101,9.14,3,3.51,415,337-7501,139,0,0,0,WY
0,149.3,200.2,231.7,11.9,2,100,25.38,110,17.02,101,10.43,3,3.21,510,337-7739,57,0,0,0,TN
36,190.3,256.6,214.9,3.8,1,115,32.35,78,21.81,145,9.67,4,1.03,408,337-7879,80,0,0,1,MA
0,181.5,205.1,204,14.7,2,95,30.86,88,17.43,82,9.18,9,3.97,415,337-8078,117,0,0,0,AK
0,154,198.9,151.9,9.5,4,133,26.18,121,16.91,100,6.84,3,2.57,510,337-8618,66,1,0,0,AZ
0,166.9,221.8,243.9,12.8,3,98,28.37,77,18.85,114,10.98,4,3.46,415,337-8950,123,0,0,0,TN
0,206.1,224.6,256.7,13,1,49,35.04,115,19.09,74,11.55,1,3.51,415,337-9303,94,0,0,0,CT
0,206.3,241.1,227.8,11.7,0,66,35.07,109,20.49,102,10.25,6,3.16,415,337-9326,160,0,0,0,OH
0,179.3,178.6,225.2,11.5,3,93,30.48,98,15.18,131,10.13,6,3.11,415,337-9345,93,0,0,0,LA
0,220.9,192.2,161,12.2,1,107,37.55,97,16.34,74,7.25,2,3.29,510,337-9569,79,0,0,0,MI
0,164.9,210.4,229.4,7.8,2,68,28.03,86,17.88,104,10.32,4,2.11,415,337-9710,93,0,0,0,UT
31,185.4,197.6,147.1,14.5,2,105,31.52,126,16.8,110,6.62,4,3.92,415,337-9878,103,0,0,1,AR
0,135.1,134.1,223.1,12.3,2,95,22.97,102,11.4,81,10.04,2,3.32,415,338-1027,137,1,1,0,NV
0,268,153.6,232.3,17,3,115,45.56,106,13.06,65,10.45,1,4.59,408,338-1400,115,0,0,0,AR
0,153.2,229.7,148.2,10.7,1,65,26.04,90,19.52,94,6.67,8,2.89,510,338-1724,16,0,0,0,MT
26,170.4,254.5,219.6,15.1,0,91,28.97,90,21.63,122,9.88,5,4.08,510,338-1815,121,0,0,1,TN
0,223,227,188.3,8.8,1,120,37.91,98,19.3,125,8.47,5,2.38,408,338-1840,163,0,0,0,MD
0,156.2,193,222.7,13.1,1,93,26.55,54,16.41,94,10.02,5,3.54,415,338-3781,104,0,0,0,NY
0,183.4,242,201.4,7.5,4,80,31.18,115,20.57,100,9.06,3,2.03,415,338-4065,73,0,0,0,OH
0,135.1,205.2,166.3,11.7,1,109,22.97,99,17.44,119,7.48,4,3.16,415,338-4307,110,0,0,0,ND
0,134.8,167.2,161.5,7.7,2,96,22.92,78,14.21,123,7.27,5,2.08,408,338-4472,83,0,0,0,WA
0,211.2,237.7,259.2,12.3,0,80,35.9,93,20.2,58,11.66,2,3.32,415,338-5207,63,0,0,0,NE
26,270.3,215.2,254,14.4,1,111,45.95,90,18.29,133,11.43,7,3.89,415,338-6018,106,1,1,1,WY
0,206.5,176.2,232.8,12.4,5,92,35.11,152,14.98,115,10.48,5,3.35,415,338-6283,98,0,0,0,MD
0,224.9,191.9,229.9,10.3,0,117,38.23,127,16.31,97,10.35,3,2.78,408,338-6550,111,0,0,0,NC
0,132,279.6,180,13.5,0,103,22.44,114,23.77,74,8.1,4,3.65,415,338-6556,55,0,0,0,NM
0,122.2,131.7,169.5,10.3,5,112,20.77,94,11.19,106,7.63,9,2.78,415,338-6714,113,1,1,0,AR
0,111.9,114,146.8,14.1,5,92,19.02,143,9.69,79,6.61,3,3.81,415,338-6962,112,1,0,0,CA
0,232.4,187.4,231.2,9.1,1,109,39.51,95,15.93,107,10.4,3,2.46,408,338-6981,51,0,0,0,WA
21,315.6,208.9,260.1,12.1,3,105,53.65,71,17.76,123,11.7,3,3.27,510,338-7120,13,0,0,1,MN
0,82.7,194.6,159,10.9,0,116,14.06,95,16.54,54,7.15,9,2.94,408,338-7232,160,0,0,0,WY
0,178.5,146.9,217.1,9.9,1,124,30.35,141,12.49,102,9.77,7,2.67,415,338-7305,110,0,0,0,MO
19,155.7,185.4,192.7,8.2,3,104,26.47,118,15.76,116,8.67,2,2.21,408,338-7527,116,0,0,1,NC
28,95,291.2,159.6,10,2,94,16.15,73,24.75,114,7.18,2,2.7,415,338-7683,67,0,0,1,AL
32,218.7,115,192.7,9.4,2,117,37.18,61,9.78,85,8.67,5,2.54,510,338-7709,93,0,0,1,VT
0,216.8,190.8,187.5,11,0,86,36.86,114,16.22,79,8.44,9,2.97,415,338-7886,98,0,0,0,IA
0,109.8,230.5,255.8,11.9,1,120,18.67,86,19.59,103,11.51,6,3.21,510,338-7955,137,0,0,0,NY
0,65.4,168.2,236,13.8,2,97,11.12,76,14.3,113,10.62,1,3.73,408,338-8050,88,0,0,0,OK
0,192.1,312.9,130.2,7.9,3,98,32.66,135,26.6,94,5.86,2,2.13,510,338-8478,116,0,0,0,FL
0,83.2,190.6,150.5,10.7,1,74,14.14,104,16.2,79,6.77,7,2.89,408,338-8566,141,0,0,0,AK
28,166,233.9,170.1,7.7,2,62,28.22,88,19.88,84,7.65,3,2.08,510,338-8784,122,0,0,1,WI
0,97.5,260.4,88.7,7,1,129,16.58,78,22.13,100,3.99,5,1.89,415,338-9044,31,0,0,0,NE
0,146.5,284.5,176,14,3,101,24.91,142,24.18,98,7.92,6,3.78,510,338-9171,138,0,0,0,AR
37,229.6,132.3,211.9,9.5,2,123,39.03,90,11.25,76,9.54,8,2.57,408,338-9210,85,0,0,1,NM
0,237.1,223.5,97.4,13.2,1,105,40.31,105,19,79,4.38,2,3.56,408,338-9398,68,0,0,0,CO
0,211.6,216.9,153.5,7.8,1,70,35.97,80,18.44,60,6.91,1,2.11,408,338-9472,126,0,0,0,UT
36,96.3,179.6,166.3,10.3,1,83,16.37,91,15.27,121,7.48,2,2.78,408,338-9612,107,0,0,1,NJ
0,119.7,231.8,222.3,4.6,2,148,20.35,96,19.7,113,10,2,1.24,510,338-9873,55,0,0,0,NM
0,149.2,193.6,248.9,11.1,1,98,25.36,88,16.46,119,11.2,5,3,415,338-9950,120,0,0,0,VT
32,173,209.4,231.1,12.2,0,101,29.41,93,17.8,91,10.4,4,3.29,415,338-9952,119,0,1,1,ID
0,245,250.7,270.2,13.7,1,97,41.65,75,21.31,124,12.16,8,3.7,415,339-1330,115,1,0,0,CT
0,156.4,233.4,195.7,7.7,4,108,26.59,118,19.84,141,8.81,6,2.08,510,339-1405,151,0,0,0,OR
23,225.5,246.3,245.7,9.8,0,107,38.34,105,20.94,81,11.06,2,2.65,408,339-2616,86,0,0,1,KS
0,103.4,189.3,227.2,14.4,1,94,17.58,125,16.09,125,10.22,3,3.89,408,339-2734,107,0,0,0,CT
28,110,141.5,237.3,6.4,2,94,18.7,76,12.03,87,10.68,3,1.73,510,339-2792,121,0,0,1,VA
48,189.8,123.4,214.2,6.5,2,96,32.27,67,10.49,106,9.64,2,1.76,408,339-3049,144,1,0,1,SD
0,154.6,263,367.7,15.5,1,56,26.28,84,22.36,89,16.55,2,4.19,408,339-3636,153,0,0,0,AR
0,239.3,223.4,251.4,10.6,0,102,40.68,127,18.99,104,11.31,6,2.86,415,339-4068,108,0,0,0,NJ
27,129.5,248.9,268,11.9,1,106,22.02,90,21.16,115,12.06,3,3.21,510,339-4317,95,0,0,1,RI
0,154.7,298,210.2,11.1,0,102,26.3,108,25.33,95,9.46,3,3,408,339-4636,50,0,0,0,NH
0,198.6,213.9,171.2,10.6,2,111,33.76,115,18.18,105,7.7,6,2.86,408,339-5329,70,0,0,0,CT
0,245.3,122.9,228.4,8.5,4,91,41.7,130,10.45,102,10.28,4,2.3,415,339-5423,62,0,0,0,NM
0,189.4,219,168,7.1,3,83,32.2,89,18.62,116,7.56,8,1.92,510,339-5659,112,0,0,0,AL
0,128.8,208.7,202.1,14,1,80,21.9,93,17.74,103,9.09,7,3.78,408,339-6446,34,0,0,0,WY
0,272.5,226.1,159.1,16.4,3,119,46.33,94,19.22,94,7.16,5,4.43,415,339-6477,112,1,0,0,TN
28,126.9,166.9,145.2,8.8,5,97,21.57,102,14.19,77,6.53,3,2.38,415,339-6637,149,1,1,1,WI
0,159,255.1,82.4,10.1,0,109,27.03,142,21.68,73,3.71,4,2.73,510,339-6968,91,0,0,0,NE
0,138.6,199,204.1,7.8,0,102,23.56,93,16.92,137,9.18,4,2.11,408,339-7139,84,0,0,0,TX
17,225.2,173.4,145.8,11.7,0,116,38.28,88,14.74,99,6.56,4,3.16,415,339-7485,138,0,1,1,ID
0,174.1,251.1,257.6,8.3,2,96,29.6,94,21.34,123,11.59,5,2.24,408,339-7541,74,1,0,0,MT
0,134.8,204.1,238.4,6.7,1,94,22.92,106,17.35,109,10.73,8,1.81,510,339-7602,120,0,0,0,CA
28,235.6,236.8,241.2,7.7,1,124,40.05,113,20.13,127,10.85,2,2.08,415,339-7684,127,0,0,1,TN
0,197.3,305.8,171,6.7,1,91,33.54,81,25.99,105,7.69,6,1.81,415,339-8132,70,0,0,0,HI
42,97.4,203.6,173.9,11.4,2,57,16.56,98,17.31,124,7.83,2,3.08,415,339-9026,168,0,0,1,MO
36,106.7,209.8,190.4,12.1,1,76,18.14,77,17.83,117,8.57,2,3.27,415,339-9453,66,0,0,1,MO
28,151.1,194.8,239.2,10,1,90,25.69,79,16.56,114,10.76,3,2.7,408,339-9631,92,0,0,1,PA
0,197.6,246.5,285.3,12.5,2,126,33.59,112,20.95,104,12.84,8,3.38,408,339-9798,126,0,1,0,WY
26,179.7,218.1,212.3,9.3,1,144,30.55,129,18.54,105,9.55,8,2.51,408,340-1876,162,1,0,1,NC
